code,title,prerequisite,prerequisite_link,dept_link
ALY 6060,Decision Support and Business Intelligence,,,/course-descriptions/aly/
ALY 6070,Communication and Visualization for Data Analytics,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6070,Communication and Visualization for Data Analytics,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6080,Integrated Experiential Learning,ALY 6015,https://catalog.northeastern.edu/search/?P=ALY%206015,/course-descriptions/aly/
ALY 6080,Integrated Experiential Learning,ALY 6050,https://catalog.northeastern.edu/search/?P=ALY%206050,/course-descriptions/aly/
ALY 6080,Integrated Experiential Learning,ALY 6070,https://catalog.northeastern.edu/search/?P=ALY%206070,/course-descriptions/aly/
ALY 6110,Data Management and Big Data,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6110,Data Management and Big Data,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6110,Data Management and Big Data,EAI 6000,https://catalog.northeastern.edu/search/?P=EAI%206000,/course-descriptions/aly/
ALY 6110,Data Management and Big Data,EAI 6010,https://catalog.northeastern.edu/search/?P=EAI%206010,/course-descriptions/aly/
ALY 6120,Leadership in Analytics,,,/course-descriptions/aly/
ALY 6130,Risk Management for Analytics,,,/course-descriptions/aly/
ALY 6140,Python and Analytics Systems Technology,,,/course-descriptions/aly/
ALY 6150,Healthcare/Pharmaceutical Data and Applications,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6150,Healthcare/Pharmaceutical Data and Applications,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6150,Healthcare/Pharmaceutical Data and Applications,EAI 6000,https://catalog.northeastern.edu/search/?P=EAI%206000,/course-descriptions/aly/
ALY 6150,Healthcare/Pharmaceutical Data and Applications,EAI 6010,https://catalog.northeastern.edu/search/?P=EAI%206010,/course-descriptions/aly/
ALY 6160,Business Intelligence in Healthcare/Pharmaceutical,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6160,Business Intelligence in Healthcare/Pharmaceutical,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6080,https://catalog.northeastern.edu/search/?P=ALY%206080,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6040,https://catalog.northeastern.edu/search/?P=ALY%206040,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6110,https://catalog.northeastern.edu/search/?P=ALY%206110,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6020,https://catalog.northeastern.edu/search/?P=ALY%206020,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6060,https://catalog.northeastern.edu/search/?P=ALY%206060,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6120,https://catalog.northeastern.edu/search/?P=ALY%206120,/course-descriptions/aly/
ALY 6980,Capstone,EAI 6000,https://catalog.northeastern.edu/search/?P=EAI%206000,/course-descriptions/aly/
ALY 6980,Capstone,EAI 6010,https://catalog.northeastern.edu/search/?P=EAI%206010,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6015,https://catalog.northeastern.edu/search/?P=ALY%206015,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6050,https://catalog.northeastern.edu/search/?P=ALY%206050,/course-descriptions/aly/
ALY 6980,Capstone,ALY 6070,https://catalog.northeastern.edu/search/?P=ALY%206070,/course-descriptions/aly/
ALY 6983,Topics,ALY 6000,https://catalog.northeastern.edu/search/?P=ALY%206000,/course-descriptions/aly/
ALY 6983,Topics,ALY 6010,https://catalog.northeastern.edu/search/?P=ALY%206010,/course-descriptions/aly/
ALY 6995,Project,,,/course-descriptions/aly/
ANTH 1000,Anthropology at Northeastern,,,/course-descriptions/anth/
ANTH 1101,Peoples and Cultures,,,/course-descriptions/anth/
ANTH 1990,Elective,,,/course-descriptions/anth/
ANTH 2302,Gender and Sexuality: A Cross-Cultural Perspective,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 2302,Gender and Sexuality: A Cross-Cultural Perspective,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 2305,Global Markets and Local Culture,,,/course-descriptions/anth/
ANTH 2315,Religion and Modernity,,,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 2485,"Environment, Technology, and Society",WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 2990,Elective,,,/course-descriptions/anth/
ANTH 2991,Research Practicum,,,/course-descriptions/anth/
ANTH 3100,"Gender, Social Justice, and Transnational Activism",,,/course-descriptions/anth/
ANTH 3200,Cities in Global Context,,,/course-descriptions/anth/
ANTH 3410,Ethnographic Field Experience,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3417,Political Anthropology,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 3417,Political Anthropology,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3417,Political Anthropology,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 3417,Political Anthropology,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 3417,Political Anthropology,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 3417,Political Anthropology,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 3417,Political Anthropology,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 3418,Wired/Unwired: Cybercultures and Technopolitics,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 3421,Foundations of Anthropological Theory,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3441,Medical Anthropology,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3441,Medical Anthropology,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 3442,Anthropology of Law,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 3442,Anthropology of Law,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 3990,Elective,,,/course-descriptions/anth/
ANTH 4100,Making Anthropology Public,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4200,Anthropology of Rural America,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4210,Anthropology of Eastern Europe,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4220,South Asian Diasporas,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4350,Ethnography of Southeast Asia,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4410,Neoliberalism in Asia,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/anth/
ANTH 4500,Latin American Society and Development,ENGW 1102,https://catalog.northeastern.edu/search/?P=ENGW%201102,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,ENGW 1102,https://catalog.northeastern.edu/search/?P=ENGW%201102,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,ENGW 1113,https://catalog.northeastern.edu/search/?P=ENGW%201113,/course-descriptions/anth/
ANTH 4510,Anthropology of Africa,ENGW 1114,https://catalog.northeastern.edu/search/?P=ENGW%201114,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,SOCL 1101,https://catalog.northeastern.edu/search/?P=SOCL%201101,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,HUSV 1101,https://catalog.northeastern.edu/search/?P=HUSV%201101,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,CRIM 1100,https://catalog.northeastern.edu/search/?P=CRIM%201100,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,WMNS 1103,https://catalog.northeastern.edu/search/?P=WMNS%201103,/course-descriptions/anth/
ANTH 4515,Culture and Politics in Modern India,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
ANTH 4520,Chinese Society and Culture,ANTH 1101,https://catalog.northeastern.edu/search/?P=ANTH%201101,/course-descriptions/anth/
ANTH 4520,Chinese Society and Culture,INTL 1101,https://catalog.northeastern.edu/search/?P=INTL%201101,/course-descriptions/anth/
ANTH 4520,Chinese Society and Culture,POLS 1160,https://catalog.northeastern.edu/search/?P=POLS%201160,/course-descriptions/anth/
